gtin,product_id,price,price_per_unit,price_unit,description,review_count,availability,currency,sku,brand,weight,rating_score,condition,name,category
3600522626077,5993236,2.25,4.5,100ml,"Offers 48 hour protection. Long-lasting formula tested at 45 degrees. Provides sweat protection from heat rushes. Protection from physical activity, extreme temperatures and stressful situations. Effectively combats bad odors and skin wetness.
Thermic Resist deodorant, designed to deliver sweat protection from heat rushes, whether it's physical activity, extreme temperatures and stressful situations.",88,InStock,£,1000008341722,L'Oreal Men Expert,50ml,4.75,NewCondition,L'Oreal Men Expert Thermic Resist 48H Anti-Perspirant Deodorant,Toiletries & Beauty
3600523614400,6182519,13.95,4.65,10ml,"SPF 25. Transfer-proof and water-proof. With vitamin C. Lasts up to 32H. Full coverage yet lightweight.
Meet L'Oreal Paris Infallible 32H Fresh wear foundation, with vitamin C. A full coverage yet lightweight foundation. It's transfer-proof and water-proof so you get more from your makeup. The innovative oxygen technology gives a lightweight feel whilst the ultra - stretchable formula ensures full coverage application - so a little goes a long way. Life doesn't compromise, so now your makeup doesn't either. SPF 25.",757,InStock,£,1000070824978,L'Oreal,30ml,4.5178,NewCondition,L'Oreal Paris Infallible 24hr Freshwear Liquid Foundation 15 Porcelain,Toiletries & Beauty
3600523971312,9019714,9.99,14.27,10ml,"9 Sheer Nude Shades. Infused with skincare ingredients such as Hyaluronic Acid and Collagen. Volume Applicator shaped for generous application. Fuller looking lips. Dermatologically approved. Lightweight feeling formula. Non-sticky with intense hydration. Long lasting shine. Smudge resistant. Cooling effect upon application with a tingling sensation.
Meet New L'Oreal Paris Rouge Signature Plumping Lip Gloss. Indulge in our lightweight, non-sticky and cooling formula for an ultimate lip plumping effect with intense hydration.Calling all lips, it's time to plump it up with NEW L'Oreal Paris Rouge Signature Plumping Lip Gloss, a product where science meets colour. Say goodbye to sticky gloss and indulge in our non-sticky nourishing formula, made with an 87% visible plumping base, for fuller-looking lips. This innovative formula is dermatologically approved and infused with all your favourite skincare ingredients, including hyaluronic acid and collagen, for smoother, plumper lips with a long-lasting shine. The unique volume applicator is designed to contour your lips and provide generous application to hydrate and plump up your pout. Choose between 9 universally beautifully flattering nude shades, to give all lip sizes and colours something to shout out a-pout!",68,InStock,£,1000383192018,L'Oreal Paris,7ml,4.7059,NewCondition,L'Oreal Paris Rouge Signature Plumping Sheer Pink Lip Gloss 402 Soar,Toiletries & Beauty
3600523614455,6182521,13.95,4.65,10ml,"SPF 25. Transfer-proof and water-proof. With vitamin C. Lasts up to 32H. Full coverage yet lightweight.
Meet L'Oreal Paris Infallible 32H Fresh wear foundation, with vitamin C. A full coverage yet lightweight foundation. It's transfer-proof and water-proof so you get more from your makeup. The innovative oxygen technology gives a lightweight feel whilst the ultra - stretchable formula ensures full coverage application - so a little goes a long way. Life doesn't compromise, so now your makeup doesn't either. SPF 25.",57,InStock,£,1000070824764,L'Oreal,30ml,4.1053,NewCondition,L'Oreal Paris Infallible 24hr Freshwear Liquid Foundation 120 Vanilla,Toiletries & Beauty
3600523439102,5680801,3.5,4.67,100ml,null,0,OutOfStock,£,910002916947,L'Oreal Paris,75ml,0,NewCondition,L'Oreal Paris Studio Line Invisigroom Hair Gel Pot,Toiletries & Beauty
3600524076078,9008512,6,4,100ml,"Pores look unclogged and tightened. Texture appears refined and smoothed. Radiance appears boosted. Skin looks brighter.
L'Oréal Paris Revitalift Clinical Vitamin C Cleanser with Vitamin C* + Salicylic Acid, to help brighten skin tone, reduce pores and smooth skin texture to reveal cleansed and purified skin that feels soft and supple, for all skin types, 150ml *Vitamin C derivative.Vitamin C*: Antioxidant known to help brighten skin tone and enhance radiance.Salicylic Acid: Efficient skin exfoliator known to reduce pores and smooth skin texture.Suitable for all skin types, even sensitive.",247,InStock,£,1000383188307,L 'Oreal,150ml,4.6559,NewCondition,L 'Oreal Paris Revitalift Clinical Vitamin C Cleanser 150ml,Toiletries & Beauty
3600524026660,7310714,7.95,13.25,10ml,"Available in 5 vibrant shades. Up to 36h wear. Waterproof. Transferproof. Includes smudger and sharpener.
Discover new Infallible Grip 36h Gel Automatic Eyeliner by L'Oreal. Our 1st semi-permanent eyeliner inspired by adhesive technologies. An easy glide formula that once dry transform into self-gripping strokes for a look that does smudge for up to 36h! So, you can create sharp lines or smudged lines and once dry it will not transfer!",50,InStock,£,1000362424786,L'Oreal Paris,6ml,4.72,NewCondition,L'Oreal Paris Infallible Grip 36h Gel Automatic Eyeliner Semi Permanent Brown Denim,Toiletries & Beauty
3600522248798,4057350,30,60,100ml,"X3 Triple Action Anti-Ageing Day Cream With Pro Retinol. Hyaluronic Acid and Vitamin Cg. Powered by 3 Top Derm Actives. Smooths wrinkles, firms and brightens the look of skin. Skin is hydrated, more toned and feels firmer. Fine lines and winkles look reduced.
Formulated with Pro-Retinol, Hyaluronic Acid, Vitamin C**Vitamin CgRevitalift Laser Triple Action Anti-Ageing Day Cream, now with a NEW formula, smooths wrinkles, firms and brightens the look of skin. Formulated with 3 top derm actives, Pro-Retinol, Hyaluronic Acid and Vitamin C*, this formula targets signs of ageing and renews skins appearance. With Clinically proven results, skin feels more toned and firmer, replumped with moisture. Skin texture looks more even, and fine lines and crows feet look reduced. Our skincare products tolerance isevaluated on all skin types even sensitive skin, and tested under dermatological control with a minimum of 600 applicationsPro-RetinolHelps to smooth wrinkles and renew skin texture.Hyaluronic AcidIntensely hydrate and replump the skin.Vitamin C*Helps to boost skin radiance and visibly correct skin tone unevenness.*Vitamin CgValidated by dermatologists and effective on all skin types. Our skincare products tolerance isevaluated on all skin types even sensitive skin, and tested under dermatological control with aminimum of 600 applications.",247,InStock,£,910000880606,L'Oreal Paris,50ml,4.6275,NewCondition,L'Oreal Paris Revitalift Laser Renew Advanced Anti-Ageing Day Cream,Toiletries & Beauty
3600524069698,7625479,10,20,100ml,"Ultra-light. Non oily. Non sticky. Does not clog pores. Improves makeup wear.
Advanced UV ProtectionDaily broad-spectrum filters to provide both long UVA & very high SPF50+ protection.Prevent signs of ageing induced by UV: dark spots, wrinkles and uneven skin tone.Antioxidant Vitamin C*Helps to preventphotoageing & oxidative stress induced by infrared and pollution.Improves radiance and skin texture.+ Vitamin E, to boost the antioxidant efficacy.+ Glycerin & Hyaluronic Acid, to replenish moisture.Netlock TechnologyInvisible finish: Fast-absorbing ultra-light texture for a clean touch without white residue.Multi-resistance: Creates homogenous protection film with high adherence to the skin. The fluid has a high resistance to water and friction.",244,InStock,£,1000383164161,L'Oreal Paris,50ml,4.668,NewCondition,L'Oreal Paris Revitalift Clinical Vitamin C UV Fluid SPF 50+,Toiletries & Beauty
3600524041694,7457388,6,12,100ml,"To energize, hydrate and shield men's tired skin from UVA, UVB and pollution, for 24h. 1 gesture, 5 actions: 24h hydration, UVA protection, UVB protection, Anti Pollution, Anti Fatigue.
Discover Hydra Energetic daily moisturiser designed for tired looking skin. Our no.1 Moisturiser now protecting from UVA/UVB. Powered with Vitamin C + [UV Filters]. Enriched with Vitamin C and Guarana (natural source of caffeine), fight against 5 visible signs of fatigue and keep skin hydrated for up to 24 hours. Hydra Energetic 24h Moisturiser SPF15. Anti Fatigue, Broad UV protection & Anti-pollution.",547,InStock,£,1000383132549,L'Oreal Men Expert,50ml,4.585,NewCondition,L'Oreal Men Expert Anti-Fatigue Hydra Energetic Mens Moisturiser with SPF 15 and Vitamin C,Toiletries & Beauty
3600523942015,7450207,10,10,each,"Includes Our Triple Care Colour Ritual: 1. Protective Cool Colouring Cream, 2. Gentle pH Purple Post-Colour Shampoo, 3. Anti-Brassiness Purple Mask. Makes the hair shiny and supple whilst neutralising brassiness week after week.Long Lasting Anti-Brassiness & Up to 100% Grey Coverage: Covers up to 100% greys and gives long-lasting cool colour.Anti-Brassiness Purple Technology: New routine, formulated to be used specifically after Excellence Cool Crème. It reveals colour radiance and keeps your beautiful cool colour over time.Gentle pH Post-Colour Purple Shampoo: Delicately cleanses the scalp and hair by gently rinsing away excess residue. Smooths the hair and reveals a radiant colour. Formulated specifically to be used right after colouring your hair.Anti-Brassiness Purple Mask: Week after week it neutralises the unwanted yellow and orange tones in your hair, thanks to a special calibration of purple dyes.Triple Care Colour Ritual: Cares for your colour. Cares for your scalp. Cares for your hair. Follow our three step ritual:1. Protective Cool Colouring Cream: Enriched with Pro-Keratin. Protects the hair as it colours. Rich, long-lasting, cool colour.2. Gentle pH Purple Post-Colour Shampoo. Delicately cleanses the scalp and hair of excess residue. Smooths the hair and reveals a radiant colour.3. Anti-Brassiness Purple Mask. Makes the hair shiny and supple whilst neutralising brassiness week after week.",25,InStock,£,1000383118271,L'Oreal Excellence,each,4.68,NewCondition,L'Oreal Excellence Cool Crème Permanent Hair Dye 7.11 Ultra Ash Blonde,Toiletries & Beauty
3600524121815,9088840,5,0.5,100ml,"5 In 1: Simplify your morning routine with this 5 in 1 wingman for face, body, hair, shave and moisturise.Clean: Feel totally clean as the shower gel helps to remove impurities such as sweatCarbon: Featuring carbon, acts like a magnet to impurities for a super clean feelingKickstart your morning routine with your shower wingman. Introducing the 1st Men Expert shower gel powered by Carbon for 5 in 1 total action! Face, body, hair, shave and moisturise all in one! Feel totally clean as the carbon acts as a super-magnet, removing all impurities. Now in our largest XXL 1L size, in an easy to use pump format.",0,InStock,£,1000383219438,L 'Oreal,1l,0,NewCondition,L 'Oreal Men Expert Pure Carbon Shower Gel Large XXL 1L,Toiletries & Beauty
3600523707997,6308806,3,3,100ml,"A daily face wash for skin prone to imperfections. 5 types of imperfections are targeted and reduced. Cleanse skin to help target and reduce the appearance of 5 imperfections. Enriched with purifying carbon, fighting against spots, blackheads, oily skin, roughness and marks.
The No.1 Men's face care brand worldwide*.*©Nielsen Data, Male Face Care, value + unit sales, 52 w/e January 2019. Verify @ loreal-paris.co.uk/menexpertno1A daily face wash for oily skin prone to imperfections with purifying black carbon. Targets and reduces spots and blemishes.",41,InStock,£,1000103204654,L'Oreal Men Expert,100ml,4.5122,NewCondition,L'Oreal Men Expert Pure Carbon Purifying Daily Face Wash Cleanser,Toiletries & Beauty
